Position,Const,Created,Modified,Description,Title,Original Title,URL,Title Type,IMDb Rating,Runtime (mins),Year,Genres,Num Votes,Release Date,Directors,Your Rating,Date Rated
124,tt1045772,2011-07-04,2011-07-04,,"I Love You Phillip Morris","I Love You Phillip Morris",https://www.imdb.com/title/tt1045772/,Movie,6.6,98,2009,"Biography, Comedy, Crime, Drama, Romance",102416,2011-01-07,"Glenn Ficarra, John Requa",,
125,tt0496806,2011-07-04,2011-07-04,,"Ocean's Thirteen","Ocean's Thirteen",https://www.imdb.com/title/tt0496806/,Movie,6.9,122,2007,"Crime, Thriller",381990,2007-06-08,"Steven Soderbergh",,
126,tt0970452,2011-07-04,2011-07-04,,"Solomon Kane","Solomon Kane",https://www.imdb.com/title/tt0970452/,Movie,6.1,104,2009,"Action, Adventure, Fantasy, Horror",79587,2012-08-24,"MJ Bassett",,
127,tt1407078,2011-07-04,2011-07-04,,"The Stranger","The Stranger",https://www.imdb.com/title/tt1407078/,Video,4.6,91,2010,"Action, Adventure, Crime, Mystery, Thriller",3476,2010-06-01,"Robert Lieberman",,
128,tt0815236,2011-07-04,2011-07-04,,"She's Out of My League","She's Out of My League",https://www.imdb.com/title/tt0815236/,Movie,6.4,104,2010,"Comedy, Romance",151023,2010-03-12,"Jim Field Smith",,
129,tt0411951,2011-07-04,2011-07-04,,"Tekken","Tekken",https://www.imdb.com/title/tt0411951/,Movie,4.8,92,2010,"Action, Crime, Drama, Sci-Fi, Thriller",29336,2010-03-20,"Dwight H. Little",,
130,tt0455407,2011-07-04,2011-07-04,,"The Crazies","The Crazies",https://www.imdb.com/title/tt0455407/,Movie,6.5,101,2010,"Horror",135711,2010-02-26,"Breck Eisner",,
131,tt1196141,2011-07-04,2011-07-04,,"Diary of a Wimpy Kid","Diary of a Wimpy Kid",https://www.imdb.com/title/tt1196141/,Movie,6.2,94,2010,"Comedy, Drama, Family",63770,2010-03-19,"Thor Freudenthal",,
132,tt1231587,2011-07-04,2011-07-04,,"Hot Tub Time Machine","Hot Tub Time Machine",https://www.imdb.com/title/tt1231587/,Movie,6.4,99,2010,"Comedy, Sci-Fi",194297,2010-03-26,"Steve Pink",,
133,tt0944835,2011-07-04,2011-07-04,,"Salt","Salt",https://www.imdb.com/title/tt0944835/,Movie,6.5,100,2010,"Action, Thriller",339899,2010-07-23,"Phillip Noyce",10,2019-04-01
134,tt0429493,2011-07-04,2011-07-04,,"The A-Team","The A-Team",https://www.imdb.com/title/tt0429493/,Movie,6.7,117,2010,"Action, Adventure, Crime, Thriller",275021,2010-06-11,"Joe Carnahan",10,2016-02-28
135,tt0480255,2011-07-04,2011-07-04,,"The Losers","The Losers",https://www.imdb.com/title/tt0480255/,Movie,6.2,97,2010,"Action, Adventure, Comedy, Crime, Mystery, Thriller",110406,2010-04-23,"Sylvain White",,
136,tt0985694,2011-07-04,2011-07-04,,"Machete","Machete",https://www.imdb.com/title/tt0985694/,Movie,6.6,105,2010,"Action, Crime, Thriller",208492,2010-09-03,"Ethan Maniquis, Robert Rodriguez",,
137,tt0938283,2011-07-04,2011-07-04,,"The Last Airbender","The Last Airbender",https://www.imdb.com/title/tt0938283/,Movie,3.9,103,2010,"Action, Adventure, Family, Fantasy",179675,2010-07-01,"M. Night Shyamalan",,
138,tt1013743,2011-07-04,2011-07-04,,"Knight and Day","Knight and Day",https://www.imdb.com/title/tt1013743/,Movie,6.3,109,2010,"Action, Adventure, Comedy",221500,2010-06-23,"James Mangold",,
139,tt1179056,2011-07-04,2011-07-04,,"A Nightmare on Elm Street","A Nightmare on Elm Street",https://www.imdb.com/title/tt1179056/,Movie,5.2,95,2010,"Crime, Drama, Horror, Mystery",113268,2010-04-30,"Samuel Bayer",,
140,tt1424381,2011-07-04,2011-07-04,,"Predators","Predators",https://www.imdb.com/title/tt1424381/,Movie,6.4,107,2010,"Action, Adventure, Sci-Fi, Thriller",256839,2010-07-09,"Nimród Antal",,
141,tt0365748,2011-07-04,2011-07-04,,"Shaun of the Dead","Shaun of the Dead",https://www.imdb.com/title/tt0365748/,Movie,7.8,99,2004,"Comedy, Horror",628580,2004-09-24,"Edgar Wright",,
142,tt1375670,2011-07-04,2011-07-04,,"Grown Ups","Grown Ups",https://www.imdb.com/title/tt1375670/,Movie,6.0,102,2010,"Comedy",303994,2010-06-25,"Dennis Dugan",,
143,tt0386588,2011-07-04,2011-07-04,,"Hitch","Hitch",https://www.imdb.com/title/tt0386588/,Movie,6.6,118,2005,"Comedy, Romance",345331,2005-02-11,"Andy Tennant",,
144,tt1103153,2011-07-04,2011-07-04,,"Killers","Killers",https://www.imdb.com/title/tt1103153/,Movie,5.5,100,2010,"Action, Comedy, Romance, Thriller",98833,2010-06-04,"Robert Luketic",,
145,tt1023481,2011-07-04,2011-07-04,,"Step Up 2 the Streets","Step Up 2: The Streets",https://www.imdb.com/title/tt1023481/,Movie,6.2,98,2008,"Drama, Music, Romance",93642,2008-02-14,"Jon M. Chu",,
146,tt1235189,2011-07-04,2011-07-04,,"Wild Target","Wild Target",https://www.imdb.com/title/tt1235189/,Movie,6.7,98,2010,"Action, Comedy, Crime",41980,2010-06-18,"Jonathan Lynn",,
147,tt1228705,2011-07-04,2011-07-04,,"Iron Man 2","Iron Man 2",https://www.imdb.com/title/tt1228705/,Movie,6.9,124,2010,"Action, Sci-Fi",918846,2010-05-07,"Jon Favreau",,
148,tt0473075,2011-07-04,2011-07-04,,"Prince of Persia: The Sands of Time","Prince of Persia: The Sands of Time",https://www.imdb.com/title/tt0473075/,Movie,6.5,116,2010,"Action, Adventure, Fantasy",314316,2010-05-28,"Mike Newell",,
149,tt1320253,2011-07-04,2011-07-04,,"The Expendables","The Expendables",https://www.imdb.com/title/tt1320253/,Movie,6.4,103,2010,"Action, Adventure, Thriller",376186,2010-08-13,"Sylvester Stallone",,
150,tt1232783,2011-07-04,2011-07-04,,"Sorority Row","Sorority Row",https://www.imdb.com/title/tt1232783/,Movie,5.2,101,2009,"Horror, Mystery",33649,2009-09-11,"Stewart Hendler",,
151,tt1185416,2011-07-04,2011-07-04,,"When in Rome","When in Rome",https://www.imdb.com/title/tt1185416/,Movie,5.5,91,2010,"Comedy, Romance",66669,2010-01-29,"Mark Steven Johnson",,
152,tt1323045,2011-07-04,2011-07-04,,"Frozen","Frozen",https://www.imdb.com/title/tt1323045/,Movie,6.2,93,2010,"Adventure, Thriller",85797,2010-03-25,"Adam Green",,
153,tt0892769,2011-07-04,2011-07-04,,"How to Train Your Dragon","How to Train Your Dragon",https://www.imdb.com/title/tt0892769/,Movie,8.1,98,2010,"Animation, Action, Adventure, Family, Fantasy",870121,2010-03-26,"Dean DeBlois, Chris Sanders",,
154,tt1075747,2011-07-04,2011-07-04,,"Jonah Hex","Jonah Hex",https://www.imdb.com/title/tt1075747/,Movie,4.7,81,2010,"Action, Drama, Fantasy, Thriller, Western",63971,2010-06-18,"Jimmy Hayward",,
155,tt0464154,2011-07-04,2011-07-04,,"Piranha 3D","Piranha 3D",https://www.imdb.com/title/tt0464154/,Movie,5.5,88,2010,"Comedy, Horror",100829,2010-08-20,"Alexandre Aja",,
156,tt1220634,2011-07-04,2011-07-04,,"Resident Evil: Afterlife","Resident Evil: Afterlife",https://www.imdb.com/title/tt1220634/,Movie,5.8,96,2010,"Action, Horror, Sci-Fi",185251,2010-09-10,"Paul W.S. Anderson",,
157,tt1407049,2011-07-04,2011-07-04,,"Altitude","Altitude",https://www.imdb.com/title/tt1407049/,Movie,4.8,90,2010,"Horror, Mystery, Sci-Fi, Thriller",10876,2010-10-10,"Kaare Andrews",,
158,tt1287468,2011-07-04,2011-07-04,,"Cats & Dogs: The Revenge of Kitty Galore","Cats & Dogs: The Revenge of Kitty Galore",https://www.imdb.com/title/tt1287468/,Movie,4.4,82,2010,"Action, Comedy, Family, Fantasy",16984,2010-07-30,"Brad Peyton",,
159,tt0800320,2011-07-04,2011-07-04,,"Clash of the Titans","Clash of the Titans",https://www.imdb.com/title/tt0800320/,Movie,5.8,106,2010,"Action, Adventure, Fantasy",301948,2010-04-02,"Louis Leterrier",,
160,tt1321509,2011-07-04,2011-07-04,,"Death at a Funeral","Death at a Funeral",https://www.imdb.com/title/tt1321509/,Movie,5.7,92,2010,"Comedy, Drama",56217,2010-04-16,"Neil LaBute",1,2020-08-23
161,tt1226229,2011-07-04,2011-07-04,,"Get Him to the Greek","Get Him to the Greek",https://www.imdb.com/title/tt1226229/,Movie,6.3,109,2010,"Comedy, Music",189133,2010-06-04,"Nicholas Stoller",,
162,tt1032815,2011-07-04,2011-07-04,,"I Love You, Beth Cooper","I Love You, Beth Cooper",https://www.imdb.com/title/tt1032815/,Movie,5.4,102,2009,"Adventure, Comedy, Family, Romance",38926,2009-07-10,"Chris Columbus",,
163,tt1375666,2011-07-04,2011-07-04,,"Inception","Inception",https://www.imdb.com/title/tt1375666/,Movie,8.8,148,2010,"Action, Adventure, Sci-Fi, Thriller",2742063,2010-07-16,"Christopher Nolan",10,2016-01-30
164,tt1172060,2011-07-04,2011-07-04,,"It's Alive","It's Alive",https://www.imdb.com/title/tt1172060/,Movie,3.5,80,2009,"Horror, Sci-Fi",3082,2009-04-02,"Josef Rusnak",,
165,tt1447793,2011-07-04,2011-07-04,,"My Girlfriend's Boyfriend","My Girlfriend's Boyfriend",https://www.imdb.com/title/tt1447793/,Movie,5.8,84,2010,"Comedy, Romance",6086,2012-11-10,"Daryn Tufts",,
166,tt1245526,2011-07-04,2011-07-04,,"RED","RED",https://www.imdb.com/title/tt1245526/,Movie,7.0,111,2010,"Action, Comedy, Crime, Thriller",334952,2010-10-15,"Robert Schwentke",,
167,tt0964539,2011-07-04,2011-07-04,,"Pathology","Pathology",https://www.imdb.com/title/tt0964539/,Movie,5.9,95,2008,"Crime, Horror, Thriller",34421,2008-04-11,"Marc Schölermann",,
168,tt0955308,2011-07-04,2011-07-04,,"Robin Hood","Robin Hood",https://www.imdb.com/title/tt0955308/,Movie,6.6,140,2010,"Action, Adventure, Drama, History",292972,2010-05-14,"Ridley Scott",,
169,tt0446029,2011-07-04,2011-07-04,,"Scott Pilgrim vs. the World","Scott Pilgrim vs. the World",https://www.imdb.com/title/tt0446029/,Movie,7.5,112,2010,"Action, Comedy, Fantasy, Romance",488474,2010-08-13,"Edgar Wright",,
170,tt1017460,2011-07-04,2011-07-04,,"Splice","Splice",https://www.imdb.com/title/tt1017460/,Movie,5.8,104,2009,"Horror, Sci-Fi",105608,2010-06-04,"Vincenzo Natali",,
171,tt1673430,2011-07-04,2011-07-04,,"Superman/Batman: Apocalypse","Superman/Batman: Apocalypse",https://www.imdb.com/title/tt1673430/,Video,7.0,78,2010,"Animation, Action, Adventure, Sci-Fi",30000,2010-09-28,"Lauren Montgomery",,
172,tt1386588,2011-07-04,2011-07-04,,"The Other Guys","The Other Guys",https://www.imdb.com/title/tt1386588/,Movie,6.7,107,2010,"Action, Comedy, Crime, Thriller",303553,2010-08-06,"Adam McKay",,
173,tt1155076,2011-07-04,2011-07-04,,"The Karate Kid","The Karate Kid",https://www.imdb.com/title/tt1155076/,Movie,6.3,140,2010,"Action, Drama, Family, Sport",222235,2010-06-11,"Harald Zwart",,
174,tt0780653,2011-07-04,2011-07-04,,"The Wolfman","The Wolfman",https://www.imdb.com/title/tt0780653/,Movie,5.9,103,2010,"Drama, Fantasy, Horror, Thriller",116260,2010-02-12,"Joe Johnston",,
175,tt1241017,2011-07-04,2011-07-04,,"How to Make Love to a Woman","How to Make Love to a Woman",https://www.imdb.com/title/tt1241017/,Movie,4.1,91,2010,"Comedy",3189,2010,"Scott Culver",,
176,tt1730704,2011-07-04,2011-07-04,,"Milf","Milf",https://www.imdb.com/title/tt1730704/,Video,3.8,88,2010,"Comedy",6202,2010-10-26,"Scott Wheeler",,
177,tt1294226,2011-07-04,2011-07-04,,"The Last Song","The Last Song",https://www.imdb.com/title/tt1294226/,Movie,6.0,107,2010,"Drama, Music, Romance",95109,2010-03-31,"Julie Anne Robinson",,
178,tt1285016,2011-07-04,2011-07-04,,"The Social Network","The Social Network",https://www.imdb.com/title/tt1285016/,Movie,7.8,120,2010,"Biography, Drama",803315,2010-10-01,"David Fincher",,
179,tt1666186,2011-07-04,2011-07-04,,"Vampires Suck","Vampires Suck",https://www.imdb.com/title/tt1666186/,Movie,3.5,82,2010,"Comedy, Horror",53984,2010-08-18,"Jason Friedberg, Aaron Seltzer",,
180,tt1027718,2011-07-04,2011-07-04,,"Wall Street: Money Never Sleeps","Wall Street: Money Never Sleeps",https://www.imdb.com/title/tt1027718/,Movie,6.2,133,2010,"Drama",109096,2010-09-24,"Oliver Stone",,
181,tt1453245,2011-07-04,2011-07-04,,"Devil's Playground","Devil's Playground",https://www.imdb.com/title/tt1453245/,Movie,5.1,96,2010,"Action, Horror",5301,2011-09,"Mark McQueen",,
182,tt0172495,2011-07-04,2011-07-04,,"Gladiator","Gladiator",https://www.imdb.com/title/tt0172495/,Movie,8.5,155,2000,"Action, Adventure, Drama",1800554,2000-05-05,"Ridley Scott",,
183,tt1183276,2011-07-04,2011-07-04,,"The Horde","La horde",https://www.imdb.com/title/tt1183276/,Movie,5.9,90,2009,"Action, Horror",16962,2010-02-10,"Yannick Dahan, Benjamin Rocher",,
184,tt1017464,2011-07-04,2011-07-04,,"The Tortured","The Tortured",https://www.imdb.com/title/tt1017464/,Movie,5.4,82,2010,"Horror, Thriller",8583,2012-09-28,"Robert Lieberman",,
185,tt1325753,2011-07-04,2011-07-04,,"Hulk Vs.","Hulk Vs.",https://www.imdb.com/title/tt1325753/,Video,6.9,82,2009,"Animation, Action, Adventure, Fantasy, Sci-Fi",13736,2009-01-27,"Sam Liu, Frank Paur",,
186,tt1213012,2011-07-04,2011-07-04,,"Alpha and Omega","Alpha and Omega",https://www.imdb.com/title/tt1213012/,Movie,5.1,90,2010,"Animation, Adventure, Comedy, Family, Romance",15890,2010-09-17,"Anthony Bell, Ben Gluck",,
187,tt1001526,2011-07-04,2011-07-04,,"Megamind","Megamind",https://www.imdb.com/title/tt1001526/,Movie,7.3,95,2010,"Animation, Action, Adventure, Comedy, Crime, Family, Fantasy, Sci-Fi",317862,2010-11-05,"Tom McGrath",,
188,tt1323594,2011-07-04,2011-07-04,,"Despicable Me","Despicable Me",https://www.imdb.com/title/tt1323594/,Movie,7.6,95,2010,"Animation, Adventure, Comedy, Crime, Family, Sci-Fi",619771,2010-07-09,"Pierre Coffin, Chris Renaud",,
189,tt0472033,2011-07-04,2011-07-04,,"9","9",https://www.imdb.com/title/tt0472033/,Movie,7.0,79,2009,"Animation, Action, Adventure, Drama, Fantasy, Sci-Fi, Thriller",154906,2009-09-09,"Shane Acker",,
190,tt1219342,2011-07-04,2011-07-04,,"Legend of the Guardians: The Owls of Ga'Hoole","Legend of the Guardians: The Owls of Ga'Hoole",https://www.imdb.com/title/tt1219342/,Movie,6.9,97,2010,"Animation, Action, Adventure, Drama, Family, Fantasy, Mystery, Thriller, War",90787,2010-09-24,"Zack Snyder",,
191,tt0795361,2011-07-04,2011-07-04,,"Cougar Club","Cougar Club",https://www.imdb.com/title/tt0795361/,Movie,4.0,93,2007,"Comedy",3693,2007-11-13,"Christopher Duddy",,
192,tt1282140,2011-07-04,2011-07-04,,"Easy A","Easy A",https://www.imdb.com/title/tt1282140/,Movie,7.0,92,2010,"Comedy, Drama, Romance",437073,2010-09-17,"Will Gluck",,
193,tt1193631,2011-07-04,2011-07-04,,"Step Up 3D","Step Up 3D",https://www.imdb.com/title/tt1193631/,Movie,6.2,107,2010,"Drama, Music, Romance",61829,2010-08-06,"Jon M. Chu",,
194,tt0838247,2011-07-04,2011-07-04,,"After.Life","After.Life",https://www.imdb.com/title/tt0838247/,Movie,5.9,104,2009,"Drama, Mystery, Thriller",42595,2009-12-16,"Agnieszka Wojtowicz-Vosloo",,
195,tt1597033,2011-07-04,2011-07-04,,"Locked Down","Locked Down",https://www.imdb.com/title/tt1597033/,Movie,4.2,99,2010,"Action, Crime, Thriller",2698,2010-11-09,"Daniel Zirilli",,
196,tt1477076,2011-07-04,2011-07-04,,"Saw 3D","Saw 3D",https://www.imdb.com/title/tt1477076/,Movie,5.5,90,2010,"Crime, Horror, Mystery",116465,2010-10-29,"Kevin Greutert",,
197,tt1564585,2011-07-04,2011-07-04,,"Skyline","Skyline",https://www.imdb.com/title/tt1564585/,Movie,4.5,92,2010,"Action, Sci-Fi, Thriller",93922,2010-11-12,"Colin Strause, Greg Strause",,
198,tt1135084,2011-07-04,2011-07-04,,"Takers","Takers",https://www.imdb.com/title/tt1135084/,Movie,6.2,107,2010,"Action, Crime, Drama, Thriller",67832,2010-08-27,"John Luessenhop",,
199,tt1440728,2011-07-04,2011-07-04,,"The American","The American",https://www.imdb.com/title/tt1440728/,Movie,6.3,105,2010,"Crime, Drama, Thriller",105672,2010-09-01,"Anton Corbijn",,
200,tt0889573,2011-07-04,2011-07-04,,"The Switch","The Switch",https://www.imdb.com/title/tt0889573/,Movie,6.1,101,2010,"Comedy, Drama, Romance",116128,2010-08-20,"Josh Gordon, Will Speck",,
201,tt1322312,2011-07-04,2011-07-04,,"Going the Distance","Going the Distance",https://www.imdb.com/title/tt1322312/,Movie,6.3,102,2010,"Comedy, Romance",60787,2010-09-03,"Nanette Burstein",,
202,tt1055292,2011-07-04,2011-07-04,,"Life as We Know It","Life as We Know It",https://www.imdb.com/title/tt1055292/,Movie,6.5,114,2010,"Comedy, Drama, Romance",143410,2010-10-08,"Greg Berlanti",,
203,tt1243957,2011-07-04,2011-07-04,,"The Tourist","The Tourist",https://www.imdb.com/title/tt1243957/,Movie,6.0,103,2010,"Action, Romance, Thriller",266145,2010-12-10,"Florian Henckel von Donnersmarck",,
204,tt1414382,2011-07-04,2011-07-04,,"You Again","You Again",https://www.imdb.com/title/tt1414382/,Movie,5.8,105,2010,"Comedy, Romance",56233,2010-09-24,"Andy Fickman",,
205,tt0375568,2011-07-04,2011-07-04,,"Astro Boy","Astro Boy",https://www.imdb.com/title/tt0375568/,Movie,6.2,94,2009,"Animation, Action, Adventure, Comedy, Drama, Family, Fantasy, Sci-Fi",42149,2009-10-23,"David Bowers",,
206,tt0356150,2011-07-04,2011-07-04,,"EuroTrip","EuroTrip",https://www.imdb.com/title/tt0356150/,Movie,6.6,92,2004,"Comedy",238631,2004-02-20,"Jeff Schaffer, Alec Berg, David Mandel",,
207,tt1483025,2011-07-04,2011-07-04,,"Planet Hulk","Planet Hulk",https://www.imdb.com/title/tt1483025/,Video,6.7,81,2010,"Animation, Action, Adventure, Drama, Sci-Fi",14243,2010-02-02,"Sam Liu, Frank Paur",,
208,tt0320691,2011-07-04,2011-07-04,,"Underworld","Underworld",https://www.imdb.com/title/tt0320691/,Movie,7.0,121,2003,"Action, Fantasy, Thriller",296986,2003-09-19,"Len Wiseman",,
209,tt0401855,2011-07-04,2011-07-04,,"Underworld: Evolution","Underworld: Evolution",https://www.imdb.com/title/tt0401855/,Movie,6.7,106,2006,"Action, Fantasy, Thriller",215793,2006-01-20,"Len Wiseman",,
210,tt0834001,2011-07-04,2011-07-04,,"Underworld: Rise of the Lycans","Underworld: Rise of the Lycans",https://www.imdb.com/title/tt0834001/,Movie,6.5,92,2009,"Action, Fantasy, Thriller",173354,2009-01-23,"Patrick Tatopoulos",,
211,tt1462758,2011-07-04,2011-07-04,,"Buried","Buried",https://www.imdb.com/title/tt1462758/,Movie,7.0,95,2010,"Drama, Mystery, Thriller",174636,2010-10-15,"Rodrigo Cortés",,
212,tt1500491,2011-07-04,2011-07-04,,"Death Race 2","Death Race 2",https://www.imdb.com/title/tt1500491/,Video,5.6,96,2010,"Action, Crime, Sci-Fi, Thriller",35822,2011-01-18,"Roel Reiné",,
213,tt0427152,2011-07-04,2011-07-04,,"Dinner for Schmucks","Dinner for Schmucks",https://www.imdb.com/title/tt0427152/,Movie,5.9,114,2010,"Comedy",114466,2010-07-30,"Jay Roach",,
214,tt0963966,2011-07-04,2011-07-04,,"The Sorcerer's Apprentice","The Sorcerer's Apprentice",https://www.imdb.com/title/tt0963966/,Movie,6.1,109,2010,"Action, Adventure, Family, Fantasy",175009,2010-07-14,"Jon Turteltaub",,
215,tt1190080,2011-07-04,2011-07-04,,"2012","2012",https://www.imdb.com/title/tt1190080/,Movie,5.8,158,2009,"Action, Adventure, Sci-Fi",415409,2009-11-13,"Roland Emmerich",,
216,tt0844671,2011-07-04,2011-07-04,,"College","College",https://www.imdb.com/title/tt0844671/,Movie,4.6,94,2008,"Comedy",12822,2008-08-29,"Deb Hagan",,
217,tt0798817,2011-07-04,2011-07-04,,"13","13",https://www.imdb.com/title/tt0798817/,Movie,6.0,91,2010,"Crime, Drama, Thriller",45426,2010-03,"Géla Babluani",,
218,tt1648095,2011-07-04,2011-07-04,,"Here Comes the Bride","Here Comes the Bride",https://www.imdb.com/title/tt1648095/,Movie,6.5,108,2010,"Comedy, Fantasy, Romance",192,2010-05-12,"Chris Martinez",,
219,tt1536044,2011-07-04,2011-07-04,,"Paranormal Activity 2","Paranormal Activity 2",https://www.imdb.com/title/tt1536044/,Movie,5.7,91,2010,"Horror, Mystery",114005,2010-10-22,"Tod Williams",,
220,tt0185937,2011-07-04,2011-07-04,,"The Blair Witch Project","The Blair Witch Project",https://www.imdb.com/title/tt0185937/,Movie,6.5,81,1999,"Horror, Mystery",308076,1999-07-30,"Daniel Myrick, Eduardo Sánchez",,
221,tt0954947,2011-07-04,2011-07-04,,"The Killer Inside Me","The Killer Inside Me",https://www.imdb.com/title/tt0954947/,Movie,6.1,109,2010,"Crime, Drama, Mystery, Thriller",36689,2010-06-08,"Michael Winterbottom",,
222,tt0181689,2011-07-04,2011-07-04,,"Minority Report","Minority Report",https://www.imdb.com/title/tt0181689/,Movie,7.6,145,2002,"Action, Crime, Mystery, Sci-Fi, Thriller",610937,2002-06-21,"Steven Spielberg",,
223,tt1433108,2011-07-04,2011-07-04,,"Faster","Faster",https://www.imdb.com/title/tt1433108/,Movie,6.4,98,2010,"Action, Crime, Drama, Thriller",116047,2010-11-24,"George Tillman Jr.",,
224,tt0472399,2011-07-04,2011-07-04,,"The Mechanic","The Mechanic",https://www.imdb.com/title/tt0472399/,Movie,6.5,93,2011,"Action, Crime, Thriller",180479,2011-01-28,"Simon West",,
225,tt0844029,2011-07-04,2011-07-04,,"Ace Ventura: Pet Detective Jr.","Ace Ventura: Pet Detective Jr.",https://www.imdb.com/title/tt0844029/,TV Movie,2.1,93,2009,"Adventure, Comedy, Crime, Family",5970,2009-03-03,"David Mickey Evans",,
226,tt0872230,2011-07-04,2011-07-04,,"My Soul to Take","My Soul to Take",https://www.imdb.com/title/tt0872230/,Movie,4.8,107,2010,"Horror, Mystery, Thriller",22347,2010-10-08,"Wes Craven",,
227,tt1542344,2011-07-04,2011-07-04,,"127 Hours","127 Hours",https://www.imdb.com/title/tt1542344/,Movie,7.5,94,2010,"Biography, Drama",418952,2011-01-28,"Danny Boyle",,
228,tt1126591,2011-07-04,2011-07-04,,"Burlesque","Burlesque",https://www.imdb.com/title/tt1126591/,Movie,6.4,119,2010,"Drama, Music, Musical, Romance",97732,2010-11-24,"Steve Antin",,
229,tt0758752,2011-07-04,2011-07-04,,"Love & Other Drugs","Love & Other Drugs",https://www.imdb.com/title/tt0758752/,Movie,6.7,112,2010,"Comedy, Drama, Romance",243560,2010-11-24,"Edward Zwick",,
230,tt1352388,2011-07-04,2011-07-04,,"Nude Nuns with Big Guns","Nude Nuns with Big Guns",https://www.imdb.com/title/tt1352388/,Movie,3.9,91,2010,"Action, Comedy, Thriller",6472,2010-09-24,"Joseph Guzman",,
231,tt1231583,2011-07-04,2011-07-04,,"Due Date","Due Date",https://www.imdb.com/title/tt1231583/,Movie,6.5,95,2010,"Comedy, Drama",368126,2010-11-05,"Todd Phillips",,
232,tt0804497,2011-07-04,2011-07-04,,"It's Kind of a Funny Story","It's Kind of a Funny Story",https://www.imdb.com/title/tt0804497/,Movie,7.1,101,2010,"Comedy, Drama, Romance",151148,2010-10-08,"Anna Boden, Ryan Fleck",,
233,tt1228987,2011-07-04,2011-07-04,,"Let Me In","Let Me In",https://www.imdb.com/title/tt1228987/,Movie,7.1,116,2010,"Drama, Fantasy, Horror, Mystery, Thriller",131849,2010-10-01,"Matt Reeves",,
234,tt0970866,2011-07-04,2011-07-04,,"Little Fockers","Little Fockers",https://www.imdb.com/title/tt0970866/,Movie,5.5,98,2010,"Comedy, Romance",124374,2010-12-22,"Paul Weitz",,
235,tt1679235,2011-07-04,2011-07-04,,"Mean Girls 2","Mean Girls 2",https://www.imdb.com/title/tt1679235/,TV Movie,4.1,96,2011,"Comedy, Drama",27103,2011-01-23,"Melanie Mayron",,
236,tt0258463,2011-07-04,2011-07-04,,"The Bourne Identity","The Bourne Identity",https://www.imdb.com/title/tt0258463/,Movie,7.8,119,2002,"Action, Mystery, Thriller",602545,2002-06-14,"Doug Liman",,
237,tt0372183,2011-07-04,2011-07-04,,"The Bourne Supremacy","The Bourne Supremacy",https://www.imdb.com/title/tt0372183/,Movie,7.7,108,2004,"Action, Mystery, Thriller",505335,2004-07-23,"Paul Greengrass",,
238,tt0440963,2011-07-04,2011-07-04,,"The Bourne Ultimatum","The Bourne Ultimatum",https://www.imdb.com/title/tt0440963/,Movie,8.0,115,2007,"Action, Mystery, Thriller",676508,2007-08-03,"Paul Greengrass",,
239,tt0879870,2011-07-04,2011-07-04,,"Eat Pray Love","Eat Pray Love",https://www.imdb.com/title/tt0879870/,Movie,5.9,133,2010,"Biography, Comedy, Drama, Romance",111975,2010-08-13,"Ryan Murphy",,
240,tt1139668,2011-07-04,2011-07-04,,"The Unborn","The Unborn",https://www.imdb.com/title/tt1139668/,Movie,4.7,88,2009,"Horror, Mystery, Thriller",54418,2009-01-09,"David S. Goyer",,
241,tt0499448,2011-07-04,2011-07-04,,"The Chronicles of Narnia: Prince Caspian","The Chronicles of Narnia: Prince Caspian",https://www.imdb.com/title/tt0499448/,Movie,6.5,150,2008,"Action, Adventure, Family, Fantasy",235620,2008-05-16,"Andrew Adamson",,
242,tt0980970,2011-07-04,2011-07-04,,"The Chronicles of Narnia: The Voyage of the Dawn Treader","The Chronicles of Narnia: The Voyage of the Dawn Treader",https://www.imdb.com/title/tt0980970/,Movie,6.3,113,2010,"Adventure, Family, Fantasy",174547,2010-12-10,"Michael Apted",,
243,tt0883995,2011-07-04,2011-07-04,,"13: Game of Death","13 game sayawng",https://www.imdb.com/title/tt0883995/,Movie,6.6,114,2006,"Crime, Drama, Horror, Mystery, Thriller",6641,2006-10-05,"Chookiat Sakveerakul",,
244,tt0110148,2011-07-04,2011-07-04,,"Interview with the Vampire","Interview with the Vampire: The Vampire Chronicles",https://www.imdb.com/title/tt0110148/,Movie,7.5,123,1994,"Drama, Fantasy, Horror",369236,1994-11-11,"Neil Jordan",,
245,tt0815245,2011-07-04,2011-07-04,,"The Uninvited","The Uninvited",https://www.imdb.com/title/tt0815245/,Movie,6.3,87,2009,"Drama, Fantasy, Horror, Mystery, Thriller",88294,2009-01-30,"Charles Guard, Thomas Guard",,
246,tt1320261,2011-07-04,2011-07-04,,"Gulliver's Travels","Gulliver's Travels",https://www.imdb.com/title/tt1320261/,Movie,4.9,85,2010,"Adventure, Comedy, Family, Fantasy",76843,2010-12-25,"Rob Letterman",,
247,tt1116184,2011-07-04,2011-07-04,,"Jackass 3D","Jackass 3D",https://www.imdb.com/title/tt1116184/,Movie,7.0,94,2010,"Documentary, Action, Comedy",70359,2010-10-15,"Jeff Tremaine",,
248,tt0881320,2011-07-04,2011-07-04,,"Sanctum","Sanctum",https://www.imdb.com/title/tt0881320/,Movie,5.9,108,2011,"Action, Adventure, Drama, Thriller",58342,2011-02-04,"Alister Grierson",,
